,annealing_schedule,archive_minimum_acceptable_dissimilarity,average_runtime,best_performance,bound_enforcing_method,cholesky_path_length,maximum_archive_length,maximum_function_evaluations,maximum_markov_chain_length,mean_performance,objective_function,pertubation_method,raw_results,std_perormance,step_size_initialisation_fraction_of_range,x_bounds,x_length
29,simple_exponential_cooling,0.2,1.1165027618408203,-500.32180555754053,not_clipping,5.0,100.0,10000.0,36.0,-494.20313257316883,<function rana_func at 0x0000020494B001F0>,simple,"[-495.54676374 -460.73969401 -497.97773238 -498.71841751 -497.5204152
 -485.30758436 -494.19572363 -496.58323281 -497.14435892 -499.86221798
 -497.30474269 -493.8709181  -496.64770773 -496.73790201 -498.59433887
 -488.91863678 -499.60023665 -492.47666648 -496.55116285 -496.10105619
 -496.85077638 -498.64098973 -495.89458567 -499.71392686 -494.57223366
 -473.60422713 -496.19939781 -493.19719053 -500.32180556 -496.69933495]",8.033959390801192,0.1,"(-500, 500)",2.0
30,simple_exponential_cooling,0.2,3.1101891438166303,-1722.6940003705176,not_clipping,5.0,100.0,10000.0,54.0,-1434.7317434162358,<function rana_func at 0x0000020494B001F0>,Cholesky,"[-1260.77682952 -1450.03339086 -1122.45149985 -1588.98223085
 -1618.02644826 -1356.48812829 -1227.98567157 -1414.15858533
 -1370.07386573 -1490.79938635 -1571.34721888 -1391.0555904
 -1291.79494072 -1380.51947135 -1359.0109194  -1599.63457203
 -1422.23810317 -1722.69400037 -1202.94391456 -1612.22229004
 -1708.894636   -1310.11827754 -1610.67441234 -1422.87275401
 -1293.91716854 -1452.48299083 -1400.42857795 -1675.97730597
 -1288.54732204 -1424.80179974]",153.83654769811892,0.01,"(-500, 500)",5.0
31,simple_exponential_cooling,0.2,2.1177815357844034,-1832.5272067981646,not_clipping,5.0,100.0,10000.0,54.0,-1438.7528783145215,<function rana_func at 0x0000020494B001F0>,Diagonal,"[-1415.66650542 -1193.85518518 -1319.83252597 -1340.93663072
 -1832.5272068  -1807.17110659 -1375.68320402 -1664.27682274
 -1520.99644412 -1612.69246098 -1122.32847748 -1249.32047997
 -1384.17329977 -1225.45251904 -1110.90781385 -1667.79503836
 -1253.68610174 -1739.42221741 -1369.52074395 -1626.09187946
 -1372.55370625 -1359.72184543 -1769.71809547 -1498.78907241
 -1438.58551293 -1556.52408057 -1224.43305644 -1339.11688823
 -1338.01801741 -1432.78941075]",198.28585819030653,0.1,"(-500, 500)",5.0
32,simple_exponential_cooling,0.2,1.292412241299947,-500.60822446365154,not_clipping,5.0,100.0,10000.0,54.0,-493.87653332250994,<function rana_func at 0x0000020494B001F0>,simple,"[-500.60822446 -497.19214628 -498.43462662 -496.7921259  -478.0752602
 -496.65668875 -499.52895715 -492.95225531 -499.25611088 -499.34660157
 -496.95175377 -496.47334787 -484.61287608 -492.47377412 -496.86214848
 -491.16993463 -492.25563056 -500.18707648 -492.83812923 -498.70448235
 -495.27275896 -497.42613395 -481.58816373 -481.68470805 -490.5055626
 -489.6278956  -499.58780324 -493.08413484 -500.59341002 -485.55327801]",6.090893163795201,0.1,"(-500, 500)",2.0
33,simple_exponential_cooling,0.2,3.4770072142283124,-1820.2238532927438,not_clipping,5.0,100.0,10000.0,81.0,-1472.0747194929745,<function rana_func at 0x0000020494B001F0>,Cholesky,"[-1400.99942227 -1396.12008769 -1383.25666166 -1538.3797329
 -1255.99851142 -1628.62869186 -1335.92517158 -1820.22385329
 -1397.96007319 -1392.6401003  -1457.01898997 -1531.05721396
 -1812.7269543  -1422.13942525 -1200.70546347 -1704.11537904
 -1297.64456512 -1537.19076852 -1386.78068201 -1449.90336076
 -1412.73834283 -1524.04158778 -1509.4994124  -1323.4998841
 -1758.41104047 -1602.66469082 -1368.58397221 -1388.05383509
 -1354.24809101 -1571.0856195 ]",153.6452498743891,0.01,"(-500, 500)",5.0
34,simple_exponential_cooling,0.2,2.390800627072652,-1847.9216891451904,not_clipping,5.0,100.0,10000.0,81.0,-1511.8184587661135,<function rana_func at 0x0000020494B001F0>,Diagonal,"[-1847.92168915 -1358.40092041 -1450.03113027 -1505.47142534
 -1578.99631817 -1699.47883333 -1619.68274591 -1671.30218205
 -1813.71528516 -1298.46792014 -1528.06498806 -1249.32047997
 -1322.56350202 -1686.1936292  -1454.81484233 -1548.45311675
 -1177.21506585 -1842.14558523 -1145.16303699 -1345.60463263
 -1314.30936075 -1627.21808825 -1752.70156284 -1707.12094171
 -1673.41689196 -1515.84038264 -1562.65706988 -1306.62881716
 -1340.15163429 -1411.50168456]",194.57544540361448,0.1,"(-500, 500)",5.0
35,simple_exponential_cooling,0.2,1.5738651116689046,-500.5500944500419,not_clipping,5.0,100.0,10000.0,81.0,-495.81934061621155,<function rana_func at 0x0000020494B001F0>,simple,"[-496.6483924  -500.4680583  -495.19126194 -495.73018326 -500.23642285
 -491.91282743 -495.14587626 -498.43191768 -493.86646608 -496.55300569
 -496.52341479 -493.35746346 -483.12482567 -498.43935802 -497.19200968
 -498.10084214 -498.48371376 -500.55009445 -498.21155829 -493.48922946
 -498.45582539 -499.26064493 -495.98115428 -499.99034951 -489.18274565
 -496.82003521 -485.43292343 -497.5714705  -492.34550315 -497.88264483]",4.082199008214536,0.1,"(-500, 500)",2.0
36,simple_exponential_cooling,0.2,3.7419816970825197,-1821.7955086876773,not_clipping,5.0,100.0,10000.0,121.0,-1507.1489526158557,<function rana_func at 0x0000020494B001F0>,Cholesky,"[-1636.75524715 -1410.67422512 -1410.17381097 -1332.13366017
 -1517.85397763 -1299.96928573 -1485.4830975  -1421.70393173
 -1669.24140264 -1660.06340246 -1275.60832154 -1339.14113815
 -1346.73130539 -1661.23847926 -1651.57192293 -1634.46227702
 -1726.24064868 -1528.92139878 -1357.05297652 -1394.0971487
 -1529.43131212 -1560.51298565 -1413.42145763 -1407.03341995
 -1821.79550869 -1603.58421199 -1582.86732735 -1760.67297942
 -1379.64686377 -1396.38485383]",146.94203241886416,0.01,"(-500, 500)",5.0
37,simple_exponential_cooling,0.2,2.7558042208353677,-1890.081687688757,not_clipping,5.0,100.0,10000.0,121.0,-1471.9208038326422,<function rana_func at 0x0000020494B001F0>,Diagonal,"[-1312.68025213 -1196.36172683 -1434.65816656 -1629.95016201
 -1259.91383209 -1374.13495132 -1323.31531328 -1338.5812586
 -1694.64432655 -1103.79684126 -1548.23407306 -1532.37169486
 -1348.04112382 -1362.18713095 -1378.39042378 -1890.08168769
 -1475.89941543 -1237.15016903 -1308.19225435 -1345.57080392
 -1628.98753377 -1650.60232021 -1619.95179977 -1498.78907241
 -1482.84803641 -1616.29707234 -1676.70416283 -1624.05342769
 -1499.86048609 -1765.37459596]",180.52646509948443,0.1,"(-500, 500)",5.0
38,simple_exponential_cooling,0.2,1.984185846646627,-500.306691687596,not_clipping,5.0,100.0,10000.0,121.0,-493.99641391550136,<function rana_func at 0x0000020494B001F0>,simple,"[-497.23457612 -498.03399424 -490.53426751 -498.38070512 -498.13750135
 -498.16772605 -491.38064082 -498.72797815 -492.79524557 -497.99673354
 -492.24064501 -490.23728926 -498.49148149 -500.22855137 -494.02542284
 -497.2707028  -497.0215893  -500.30669169 -480.82793624 -490.99364027
 -494.24086512 -498.67257746 -487.67096216 -487.09896307 -491.58715033
 -481.89927442 -495.40857904 -486.07675799 -494.66544224 -499.53852688]",5.2125905437346844,0.1,"(-500, 500)",2.0
39,simple_exponential_cooling,0.2,4.05412905216217,-1866.4207326830665,not_clipping,5.0,100.0,10000.0,181.0,-1522.5866320410905,<function rana_func at 0x0000020494B001F0>,Cholesky,"[-1341.0911991  -1491.98924779 -1499.46740673 -1417.18848278
 -1373.92244376 -1576.91954741 -1640.81954969 -1730.79199828
 -1490.28517755 -1602.7497633  -1275.60832154 -1422.96839007
 -1797.6991094  -1392.55851963 -1866.42073268 -1677.69057961
 -1561.19489735 -1452.73264027 -1604.04425294 -1387.24177471
 -1352.34968261 -1521.55293065 -1507.72435839 -1585.15096453
 -1782.3096601  -1385.97358391 -1335.55906639 -1507.07874826
 -1620.9080322  -1475.6078996 ]",145.92466865746795,0.01,"(-500, 500)",5.0
40,simple_exponential_cooling,0.2,3.407675798734029,-1836.3151320016739,not_clipping,5.0,100.0,10000.0,181.0,-1522.1647565684686,<function rana_func at 0x0000020494B001F0>,Diagonal,"[-1836.315132   -1424.94552868 -1411.81214685 -1477.81119094
 -1521.20188788 -1507.67214286 -1534.00876059 -1396.78459862
 -1666.95074342 -1449.07980839 -1353.32330838 -1522.7347289
 -1374.4305591  -1740.17763906 -1356.18743573 -1694.33471103
 -1457.45402167 -1541.56295095 -1648.79911703 -1345.56358927
 -1408.39008654 -1794.00204856 -1689.8580856  -1498.78907241
 -1591.65844658 -1647.00594433 -1340.8149283  -1511.27650941
 -1265.25998085 -1656.73759312]",144.28480110315587,0.1,"(-500, 500)",5.0
41,simple_exponential_cooling,0.2,2.813427996635437,-498.8278436584258,not_clipping,5.0,100.0,10000.0,181.0,-493.18924184075576,<function rana_func at 0x0000020494B001F0>,simple,"[-497.00308485 -486.14382408 -493.54404773 -497.56386799 -498.13750135
 -494.2241026  -491.32188977 -494.79541097 -487.99600314 -483.79696237
 -492.91032869 -490.64433317 -498.82784366 -497.27585971 -498.72059961
 -487.87141868 -489.43003607 -493.71231928 -498.3933755  -496.80801566
 -483.3622179  -495.08145239 -488.58941521 -493.519045   -491.09975029
 -490.3533776  -498.45245736 -497.8169053  -497.38067924 -490.90113007]",4.488905549026369,0.1,"(-500, 500)",2.0
42,simple_exponential_cooling,0.2,4.810021050771078,-1783.4333949873942,not_clipping,5.0,100.0,10000.0,270.0,-1521.8214600073009,<function rana_func at 0x0000020494B001F0>,Cholesky,"[-1478.18665603 -1663.07002201 -1393.7567006  -1361.46293627
 -1476.72114425 -1458.3169626  -1442.81564624 -1565.33765223
 -1501.65187895 -1300.27933621 -1562.22030265 -1475.0759162
 -1582.05617476 -1442.31982957 -1484.38601786 -1610.39354402
 -1611.07676592 -1598.40200765 -1671.69364354 -1691.52407511
 -1435.68037625 -1783.43339499 -1451.72632538 -1599.40419194
 -1504.24841315 -1510.39382187 -1397.45388396 -1387.35062899
 -1483.70800937 -1730.49754166]",112.77496814365438,0.01,"(-500, 500)",5.0
43,simple_exponential_cooling,0.2,3.896572558085124,-1889.3695833663942,not_clipping,5.0,100.0,10000.0,270.0,-1525.5383499937273,<function rana_func at 0x0000020494B001F0>,Diagonal,"[-1411.08047913 -1417.74445299 -1480.10925051 -1730.86733146
 -1493.88059334 -1286.7657488  -1769.97306888 -1603.79877698
 -1666.95074342 -1226.55848717 -1661.00649111 -1562.21139187
 -1715.90415908 -1614.78059037 -1767.96028214 -1889.36958337
 -1277.77765563 -1534.53817694 -1185.05426586 -1271.94051351
 -1795.33589299 -1448.88101147 -1299.24838347 -1670.45497597
 -1500.16510237 -1423.2448638  -1401.76051955 -1540.23589784
 -1500.39801931 -1618.15379048]",181.2637492894815,0.1,"(-500, 500)",5.0
44,simple_exponential_cooling,0.2,3.5871736208597818,-498.9234366433541,not_clipping,5.0,100.0,10000.0,270.0,-492.83346163676254,<function rana_func at 0x0000020494B001F0>,simple,"[-489.86197521 -495.74305933 -486.48151201 -491.86858694 -490.54625359
 -498.22486293 -497.24077649 -491.73483525 -498.92343664 -489.93060801
 -489.64721202 -491.36602892 -496.12945711 -489.09322687 -498.73425613
 -490.08166468 -494.01951273 -496.90575853 -491.57201736 -489.91418902
 -482.05565487 -498.60455378 -494.4079964  -486.1034383  -490.6520373
 -493.26168786 -497.92152455 -498.10857651 -492.52012657 -493.3490232 ]",4.175053607591422,0.1,"(-500, 500)",2.0
45,simple_exponential_cooling,0.2,5.362009374300639,-1708.1039635969187,not_clipping,5.0,100.0,10000.0,403.0,-1465.9282035527385,<function rana_func at 0x0000020494B001F0>,Cholesky,"[-1297.3782304  -1708.1039636  -1635.78117022 -1690.60473894
 -1586.00889945 -1520.15472063 -1327.41077783 -1535.09793048
 -1436.74172127 -1439.08856767 -1394.55033451 -1488.14349905
 -1496.56485162 -1481.92998102 -1504.81304786 -1682.93022565
 -1470.91765098 -1303.6848114  -1357.05297652 -1369.8661625
 -1536.97122053 -1334.14475879 -1341.26666561 -1511.74056035
 -1419.01840545 -1374.41305968 -1545.5446918  -1262.91260788
 -1485.50103857 -1439.50883633]",117.09964978367026,0.01,"(-500, 500)",5.0
46,simple_exponential_cooling,0.2,4.331386359532674,-1865.9621470744833,not_clipping,5.0,100.0,10000.0,403.0,-1533.7407029898845,<function rana_func at 0x0000020494B001F0>,Diagonal,"[-1641.18669686 -1544.7394494  -1319.83252597 -1588.18386777
 -1450.37628125 -1471.98773638 -1305.43016329 -1736.96721019
 -1666.95074342 -1179.19201971 -1438.99570904 -1362.22942569
 -1563.77497943 -1328.31141778 -1865.96214707 -1658.37429853
 -1641.47984109 -1741.54450208 -1208.79344616 -1651.7323656
 -1635.73103274 -1571.05254191 -1564.25277656 -1750.31265601
 -1611.79570134 -1455.51176015 -1301.61223733 -1799.8693122
 -1429.46332411 -1526.57492066]",172.93577425115174,0.1,"(-500, 500)",5.0
47,simple_exponential_cooling,0.2,4.181999786694845,-497.2905003763934,not_clipping,5.0,100.0,10000.0,403.0,-490.79000214095294,<function rana_func at 0x0000020494B001F0>,simple,"[-483.19906823 -491.22580046 -481.61815524 -489.1356552  -489.97542425
 -496.14489039 -484.86373513 -488.21754881 -493.32165023 -497.29050038
 -496.09493366 -492.32055789 -497.16356591 -487.88116287 -492.35072139
 -496.82370794 -491.1423891  -493.05313846 -487.61738147 -495.4881673
 -491.97130236 -490.65566571 -481.61648304 -488.03543789 -491.32499163
 -494.20279302 -489.78594119 -483.38714763 -490.55713141 -497.23501604]",4.555945215874396,0.1,"(-500, 500)",2.0
48,simple_exponential_cooling,0.2,5.757588338851929,-1771.0736851550407,not_clipping,5.0,100.0,10000.0,602.0,-1456.017824060609,<function rana_func at 0x0000020494B001F0>,Cholesky,"[-1505.6039822  -1401.36184204 -1511.04264468 -1391.12903098
 -1431.59124501 -1430.02514708 -1415.70251181 -1529.98197944
 -1594.9397984  -1495.51361157 -1337.42428828 -1469.32555898
 -1411.07156514 -1531.35465467 -1771.07368516 -1421.58815098
 -1508.03375154 -1415.56893864 -1357.05297652 -1369.8661625
 -1378.51534271 -1514.03165545 -1401.80380802 -1361.68966141
 -1552.21806847 -1605.70170028 -1329.55974958 -1539.60507593
 -1380.70604432 -1317.45209003]",97.73646100862548,0.01,"(-500, 500)",5.0
49,simple_exponential_cooling,0.2,4.042681050300598,-1866.7072430270753,not_clipping,5.0,100.0,10000.0,602.0,-1526.2935402001442,<function rana_func at 0x0000020494B001F0>,Diagonal,"[-1304.54724971 -1111.18440479 -1589.45526404 -1690.62169549
 -1450.48647793 -1559.86318794 -1219.57735822 -1527.8445828
 -1808.60819927 -1342.03561925 -1227.75176289 -1606.36415275
 -1577.36363967 -1578.02293689 -1371.81368928 -1657.8715956
 -1866.70724303 -1722.5913237  -1304.44762382 -1663.32270365
 -1630.80270041 -1517.66082891 -1845.0405365  -1512.47501682
 -1520.2152537  -1803.45062552 -1417.4831456  -1477.39047242
 -1271.72972136 -1612.07719404]",192.1390927929317,0.1,"(-500, 500)",5.0
50,simple_exponential_cooling,0.2,4.463528474171956,-499.2209148039586,not_clipping,5.0,100.0,10000.0,602.0,-491.84995020830326,<function rana_func at 0x0000020494B001F0>,simple,"[-484.82805147 -499.01473401 -498.31961874 -484.5346216  -492.62129789
 -494.85986505 -492.4753583  -491.43218855 -491.07522448 -493.47536987
 -499.2209148  -496.12320944 -489.97294939 -491.58341135 -491.02425959
 -495.75150052 -480.82528276 -495.67040603 -498.54891987 -487.65061051
 -489.06683559 -495.08652972 -492.40004386 -493.58116384 -494.18439704
 -489.58568483 -486.48103126 -485.77051234 -493.75181276 -486.58270078]",4.580601264584098,0.1,"(-500, 500)",2.0
51,simple_exponential_cooling,0.2,5.913469632466634,-1607.4648150036173,not_clipping,5.0,100.0,10000.0,898.0,-1409.0293218600486,<function rana_func at 0x0000020494B001F0>,Cholesky,"[-1225.85334713 -1449.68443905 -1605.45870646 -1607.464815
 -1397.47933104 -1303.24352066 -1367.81905246 -1319.30634986
 -1342.10108644 -1561.43254222 -1268.14753066 -1566.41148647
 -1486.43748912 -1531.35465467 -1546.58873617 -1432.99639237
 -1336.54644715 -1237.14204161 -1412.17364849 -1494.93750776
 -1346.41602524 -1318.37416014 -1287.99139346 -1450.29797787
 -1392.68528566 -1390.88061905 -1447.13519593 -1444.02457263
 -1258.37345953 -1442.12184148]",107.2010796657181,0.01,"(-500, 500)",5.0
52,simple_exponential_cooling,0.2,4.215077273050944,-1852.1323820401703,not_clipping,5.0,100.0,10000.0,898.0,-1579.4988489836219,<function rana_func at 0x0000020494B001F0>,Diagonal,"[-1654.06516823 -1297.79667463 -1542.95342869 -1580.17086123
 -1523.06858345 -1407.71480015 -1453.57947703 -1678.60437387
 -1848.34673053 -1852.13238204 -1343.20213898 -1618.3324567
 -1484.60230617 -1839.62095875 -1549.66089973 -1641.49857811
 -1505.0706271  -1620.84302352 -1620.35815656 -1834.45717578
 -1528.53272441 -1448.88101147 -1394.1896897  -1759.55031159
 -1596.63146649 -1372.16220633 -1659.18274998 -1774.60801917
 -1456.72390973 -1498.42457943]",152.7158691892019,0.1,"(-500, 500)",5.0
53,simple_exponential_cooling,0.2,4.506009093920389,-500.11992894774306,not_clipping,5.0,100.0,10000.0,898.0,-489.1770172305629,<function rana_func at 0x0000020494B001F0>,simple,"[-488.03399128 -490.89662399 -487.42137351 -494.15674492 -479.85108932
 -481.49065103 -500.11992895 -488.25080498 -486.10459148 -487.38065573
 -486.38338225 -488.43366022 -490.48739701 -485.87043837 -495.78721327
 -487.19379468 -492.04652194 -486.02795601 -489.20462495 -481.74585404
 -478.94278363 -493.50551097 -485.33504848 -495.12965667 -496.90297231
 -491.15851037 -490.58984738 -497.75522657 -491.50280712 -487.60085548]",5.080156356567425,0.1,"(-500, 500)",2.0
54,simple_exponential_cooling,0.2,6.136623827616374,-1705.6994914277684,not_clipping,5.0,100.0,10000.0,1340.0,-1445.799715146924,<function rana_func at 0x0000020494B001F0>,Cholesky,"[-1339.44277793 -1391.60232985 -1365.24448942 -1391.12903098
 -1291.96623903 -1492.53051165 -1441.59965871 -1595.28721459
 -1578.72691548 -1497.47758172 -1293.55301046 -1247.26232063
 -1681.22440949 -1531.35465467 -1434.38974052 -1400.67305123
 -1439.07304624 -1705.69949143 -1408.77762582 -1369.8661625
 -1399.49222756 -1428.36974185 -1316.75640652 -1272.39584518
 -1441.15822623 -1507.54433884 -1434.64425752 -1518.60280034
 -1621.08098449 -1537.06636353]",114.30923321573299,0.01,"(-500, 500)",5.0
55,simple_exponential_cooling,0.2,4.13138256072998,-1875.957785442086,not_clipping,5.0,100.0,10000.0,1340.0,-1613.0513998824215,<function rana_func at 0x0000020494B001F0>,Diagonal,"[-1768.73867535 -1511.41900101 -1677.11801771 -1813.61116938
 -1728.82897851 -1424.39331731 -1558.63306363 -1609.338398
 -1738.02806449 -1518.57999674 -1545.88368451 -1684.3640661
 -1519.74969103 -1583.44783529 -1532.69320675 -1823.80378298
 -1875.95778544 -1494.48290337 -1536.23094292 -1536.03811545
 -1629.84399302 -1448.88101147 -1663.40087206 -1498.78907241
 -1678.30436674 -1705.79392396 -1806.51989721 -1536.01620676
 -1500.86697255 -1441.78498434]",124.02165957097537,0.1,"(-500, 500)",5.0
56,simple_exponential_cooling,0.2,4.471762228012085,-498.2664236761622,not_clipping,5.0,100.0,10000.0,1340.0,-490.21025990693823,<function rana_func at 0x0000020494B001F0>,simple,"[-490.64324502 -484.23247989 -488.33381236 -495.24764792 -490.65865333
 -498.26642368 -493.11050217 -493.42513779 -477.75901241 -480.33237505
 -491.83689001 -492.24690003 -490.0635746  -494.26380259 -490.40602792
 -487.24081303 -475.69182505 -493.60923249 -487.04758598 -497.32372231
 -493.00382899 -493.10541784 -497.41071451 -488.38998119 -489.14760851
 -491.15851037 -492.74163902 -487.98852735 -489.32626763 -492.2956382 ]",5.183841503543398,0.1,"(-500, 500)",2.0
57,simple_exponential_cooling,0.2,6.046854058901469,-1609.5666623060392,not_clipping,5.0,100.0,10000.0,2000.0,-1421.1127599948225,<function rana_func at 0x0000020494B001F0>,Cholesky,"[-1480.49396067 -1301.90679488 -1391.37356788 -1477.2996364
 -1355.20849048 -1488.56070585 -1368.44954022 -1356.85968705
 -1408.97479564 -1505.30656398 -1291.46891666 -1350.81571139
 -1461.89956875 -1531.35465467 -1256.13531359 -1347.65929384
 -1551.16231413 -1445.75365473 -1514.1834184  -1369.8661625
 -1414.95410079 -1347.56533269 -1463.75342877 -1432.37908665
 -1562.67960959 -1305.09375084 -1554.34570715 -1287.42348269
 -1400.88888665 -1609.56666231]",92.05741228687822,0.01,"(-500, 500)",5.0
58,simple_exponential_cooling,0.2,4.085239140192668,-1841.0031910776167,not_clipping,5.0,100.0,10000.0,2000.0,-1586.7596166639407,<function rana_func at 0x0000020494B001F0>,Diagonal,"[-1476.04596098 -1474.75171188 -1753.5800192  -1521.02355861
 -1654.9006525  -1543.86505349 -1478.41554863 -1577.91606736
 -1807.24751787 -1705.11778675 -1536.21013312 -1583.55315116
 -1749.04456791 -1731.61829095 -1584.79519699 -1633.99508288
 -1807.45900443 -1494.48290337 -1589.34580473 -1841.00319108
 -1569.40621369 -1448.88101147 -1481.56867664 -1594.42388339
 -1590.94844028 -1302.22386621 -1651.69381372 -1377.00463214
 -1490.28829605 -1551.97846245]",126.75584794019825,0.1,"(-500, 500)",5.0
59,simple_exponential_cooling,0.2,4.450348854064941,-498.150688124078,not_clipping,5.0,100.0,10000.0,2000.0,-491.20008027678034,<function rana_func at 0x0000020494B001F0>,simple,"[-484.54930199 -496.0802853  -493.80620799 -481.70309274 -492.01125506
 -492.76812231 -490.28995435 -497.63872937 -490.20915395 -490.44130542
 -488.47335166 -488.43366022 -485.03585731 -496.253253   -483.18014438
 -492.4915334  -493.32987878 -487.53282059 -491.00193329 -497.32372231
 -495.62322891 -489.46310015 -496.55730841 -498.15068812 -491.91051212
 -491.15851037 -483.46094933 -497.2691782  -483.9921305  -495.86323878]",4.770219582858214,0.1,"(-500, 500)",2.0
